Democrats 08 (Votes),Democrats 12 (Votes),Republicans 08 (Votes),Republicans 12 (Votes),votes16_trumpd,votes16_clintonh,Fips,Democrats08_Voteshare,Republicans08_Voteshare,Democrats12_Voteshare,Republicans12_Voteshare,Democrats16_Voteshare,Republicans16_Voteshare
2488.0,2490.0,3970.0,4331.0,4704.0,2150.0,51007,0.38525859399194795,0.614741406008052,0.3650491130332796,0.6349508869667204,0.31368543915961483,0.6863145608403852
8642.0,7982.0,11803.0,13611.0,15499.0,8076.0,46083,0.4226950354609929,0.577304964539007,0.3696568332329922,0.6303431667670079,0.3425662778366914,0.6574337221633086
499.0,319.0,1102.0,1205.0,1333.0,188.0,46105,0.31168019987507806,0.6883198001249219,0.20931758530183728,0.7906824146981627,0.12360289283366206,0.8763971071663379
4614.0,3760.0,6902.0,6915.0,7964.0,2915.0,47055,0.40065995137200416,0.5993400486279958,0.3522248243559719,0.6477751756440281,0.2679474216380182,0.7320525783619818
4893.0,4569.0,3165.0,2960.0,3010.0,3704.0,47075,0.607222635889799,0.39277736411020103,0.6068534998007703,0.39314650019922964,0.5516830503425678,0.44831694965743224
3021.0,2517.0,7669.0,7421.0,8118.0,1796.0,47077,0.282600561272217,0.717399438727783,0.25327027570939825,0.7467297242906017,0.1811579584426064,0.8188420415573936
2224.0,1739.0,2185.0,2383.0,3229.0,1129.0,47087,0.5044227716035382,0.4955772283964618,0.4218825812712276,0.5781174187287724,0.25906379072969254,0.7409362092703075
5541.0,4609.0,12989.0,12967.0,14673.0,3507.0,47107,0.2990286022665947,0.7009713977334053,0.2622325898953118,0.7377674101046882,0.1929042904290429,0.8070957095709571
24897.0,25165.0,28610.0,31844.0,34619.0,24204.0,51177,0.4653036051357766,0.5346963948642234,0.44142152993387007,0.5585784700661299,0.4114717032453292,0.5885282967546708
4577.0,4295.0,3719.0,3731.0,4331.0,3723.0,51193,0.551711668273867,0.4482883317261331,0.5351358086219785,0.46486419137802143,0.46225478023342437,0.5377452197665756
16354.0,15960.0,12104.0,11914.0,13269.0,11378.0,53027,0.5746714456391876,0.4253285543608124,0.5725765946760422,0.4274234053239578,0.46163833326571185,0.5383616667342882
3949.0,3570.0,2923.0,3364.0,4049.0,2531.0,55011,0.57465075669383,0.42534924330616997,0.5148543409287568,0.48514565907124313,0.38465045592705166,0.6153495440729483
4732.0,4536.0,2984.0,3314.0,3977.0,3288.0,55065,0.6132711249351996,0.3867288750648004,0.5778343949044586,0.4221656050955414,0.4525808671713696,0.5474191328286304
4693.0,4447.0,4303.0,4699.0,5404.0,3283.0,55129,0.5216763005780347,0.47832369942196534,0.48622348567679863,0.5137765143232014,0.37792103142626915,0.6220789685737309
849.0,875.0,1294.0,1386.0,1820.0,539.0,47175,0.39617358842743816,0.6038264115725618,0.38699690402476783,0.6130030959752322,0.228486646884273,0.771513353115727
3599.0,3043.0,12971.0,14508.0,15663.0,3633.0,48259,0.2171997585998793,0.7828002414001207,0.17338043416329554,0.8266195658367045,0.18827736318407962,0.8117226368159204
1644.0,1495.0,2567.0,2733.0,2968.0,1156.0,48315,0.39040607931607696,0.609593920683923,0.35359508041627247,0.6464049195837275,0.28031037827352084,0.7196896217264791
3044.0,2636.0,5217.0,5481.0,6340.0,2042.0,48331,0.36847839244643504,0.6315216075535649,0.32475052359246026,0.6752494764075397,0.2436172751133381,0.7563827248866619
586.0,538.0,1815.0,1756.0,1780.0,353.0,48335,0.24406497292794668,0.7559350270720533,0.23452484742807322,0.7654751525719268,0.16549460853258322,0.8345053914674168
403.0,324.0,1490.0,1479.0,1437.0,231.0,20141,0.21288959323824616,0.7871104067617538,0.17970049916805325,0.8202995008319468,0.13848920863309352,0.8615107913669064
229.0,189.0,1153.0,1072.0,970.0,145.0,20129,0.16570188133140376,0.8342981186685963,0.14988104678826328,0.8501189532117367,0.13004484304932734,0.8699551569506726
7513.0,7843.0,3089.0,3007.0,3081.0,6886.0,37091,0.7086398792680626,0.29136012073193734,0.7228571428571429,0.27714285714285714,0.6908799036821511,0.3091200963178489
8766.0,8095.0,7854.0,8254.0,9706.0,7564.0,37099,0.5274368231046931,0.47256317689530686,0.49513731726711113,0.5048626827328888,0.4379849449913144,0.5620150550086855
13378.0,13948.0,13401.0,13980.0,13354.0,11752.0,37107,0.4995705590201277,0.5004294409798723,0.4994270982526497,0.5005729017473504,0.46809527602963436,0.5319047239703657
4926.0,4706.0,6155.0,6404.0,7070.0,4108.0,37123,0.4445447161808501,0.5554552838191499,0.4235823582358236,0.5764176417641764,0.36750760422258005,0.6324923957774199
4396.0,4013.0,5990.0,6236.0,6738.0,3715.0,37149,0.423262083574042,0.5767379164259581,0.39155039516050344,0.6084496048394965,0.3554003635320004,0.6445996364679997
1145.0,900.0,215.0,225.0,256.0,758.0,38085,0.8419117647058824,0.15808823529411764,0.8,0.2,0.747534516765286,0.252465483234714
1190.0,1045.0,2557.0,2738.0,3068.0,690.0,31023,0.3175874032559381,0.682412596744062,0.27623579169970924,0.7237642083002908,0.1836083022884513,0.8163916977115487
346.0,274.0,1001.0,1178.0,1216.0,158.0,31087,0.25686711210096513,0.7431328878990349,0.1887052341597796,0.8112947658402204,0.11499272197962154,0.8850072780203785
67830.0,65600.0,49902.0,46522.0,47882.0,54472.0,34001,0.5761390276220568,0.4238609723779431,0.5850769697294019,0.4149230302705981,0.5321921957129179,0.4678078042870821
193812.0,190555.0,123695.0,107310.0,108981.0,164887.0,34023,0.610418038027508,0.38958196197249195,0.6397361220687224,0.36026387793127757,0.6020674193407043,0.3979325806592957
1547.0,1383.0,2367.0,2202.0,2208.0,1016.0,35037,0.39524782830863564,0.6047521716913643,0.3857740585774059,0.6142259414225941,0.315136476426799,0.684863523573201
1909.0,1737.0,3586.0,3810.0,4521.0,1386.0,32013,0.3474067333939945,0.6525932666060055,0.31314223904813415,0.6868577609518659,0.2346368715083799,0.7653631284916201
10571.0,9894.0,6676.0,5740.0,7636.0,6517.0,36033,0.6129181886704934,0.3870818113295066,0.6328514775489318,0.36714852245106816,0.4604677453543418,0.5395322546456581
129317.0,122254.0,84972.0,78831.0,78277.0,102915.0,36067,0.6034700801254381,0.39652991987456193,0.6079717532386801,0.39202824676131987,0.5679886529206587,0.43201134707934125
5013.0,4619.0,7749.0,7489.0,8541.0,2870.0,39065,0.3928067700987306,0.6071932299012694,0.3814833168153287,0.6185166831846713,0.25151169923757777,0.7484883007624222
11262.0,10744.0,15415.0,14651.0,18240.0,6849.0,39087,0.4221614124526746,0.5778385875473254,0.42307540854498915,0.5769245914550108,0.2729881621427717,0.7270118378572282
6999.0,6211.0,13562.0,13535.0,15376.0,4323.0,39135,0.34040173143329605,0.659598268566704,0.3145447179175529,0.6854552820824471,0.2194527640997005,0.7805472359002995
2052.0,2127.0,4638.0,4381.0,4753.0,1374.0,40001,0.30672645739910315,0.6932735426008969,0.3268285187461586,0.6731714812538414,0.2242533050432512,0.7757466949567489
1257.0,1034.0,2589.0,2436.0,2920.0,735.0,40085,0.32683307332293293,0.6731669266770671,0.2979827089337176,0.7020172910662824,0.20109439124487005,0.79890560875513
10601.0,9198.0,18435.0,16481.0,16644.0,8785.0,40119,0.36509849841575975,0.6349015015842403,0.3581915183613069,0.6418084816386931,0.3454717055330528,0.6545282944669472
4538.0,3939.0,14394.0,12908.0,14166.0,3084.0,40137,0.23969997887175154,0.7603000211282485,0.23381017391820502,0.766189826081795,0.17878260869565218,0.8212173913043478
178870.0,171792.0,115273.0,110853.0,106559.0,169169.0,42045,0.608105581298892,0.39189441870110797,0.607801305524598,0.392198694475402,0.6135358034004527,0.3864641965995474
1038.0,896.0,1366.0,1383.0,1680.0,626.0,42053,0.4317803660565724,0.5682196339434277,0.3931548924967091,0.6068451075032909,0.27146574154379877,0.7285342584562012
19711.0,17513.0,21851.0,21047.0,25323.0,13933.0,42073,0.4742553293874212,0.5257446706125788,0.4541753112033195,0.5458246887966804,0.3549266354187895,0.6450733645812106
88453.0,82920.0,38797.0,37390.0,26378.0,64733.0,6053,0.6951119842829077,0.30488801571709234,0.6892195162496884,0.3107804837503117,0.7104850127866009,0.289514987213399
277.0,216.0,624.0,600.0,628.0,171.0,8057,0.3074361820199778,0.6925638179800222,0.2647058823529412,0.7352941176470589,0.21401752190237797,0.785982478097622
53488.0,48715.0,24592.0,23368.0,13178.0,34460.0,6113,0.6850409836065574,0.31495901639344265,0.6758181540723888,0.32418184592761123,0.7233720979050338,0.2766279020949662
5025.0,4914.0,6175.0,5741.0,5771.0,4310.0,1099,0.4486607142857143,0.5513392857142857,0.461191928671985,0.538808071328015,0.4275369506993354,0.5724630493006646
4011.0,4061.0,1391.0,1251.0,1139.0,3530.0,1011,0.7425027767493521,0.2574972232506479,0.7644954819277109,0.23550451807228914,0.7560505461554937,0.2439494538445063
5270.0,5286.0,13886.0,13108.0,13798.0,4408.0,1045,0.27510962622676965,0.7248903737732303,0.28737631836468414,0.7126236816353159,0.24211798308250027,0.7578820169174997
8683.0,9486.0,4518.0,4235.0,3650.0,10684.0,4023,0.6577532005151125,0.3422467994848875,0.6913490270388456,0.30865097296115446,0.7453606808985629,0.25463931910143717
6571.0,6031.0,11534.0,11775.0,14517.0,4645.0,37111,0.36293841480254074,0.6370615851974593,0.33870605413905425,0.6612939458609457,0.24240684688445882,0.7575931531155412
53806.0,53901.0,20266.0,21539.0,18373.0,59105.0,37135,0.7264013392374986,0.27359866076250133,0.7144883351007423,0.28551166489925767,0.7628617155837786,0.23713828441622137
505.0,398.0,799.0,851.0,978.0,200.0,38075,0.38726993865030673,0.6127300613496932,0.31865492393915135,0.6813450760608487,0.1697792869269949,0.830220713073005
2325.0,2124.0,2415.0,2813.0,2991.0,1166.0,38099,0.49050632911392406,0.509493670886076,0.43022078185132673,0.5697792181486733,0.280490738513351,0.7195092614866491
1190.0,958.0,2912.0,3278.0,3533.0,572.0,31027,0.2901023890784983,0.7098976109215017,0.22615675165250235,0.7738432483474976,0.13934226552984166,0.8606577344701584
6689.0,5673.0,8557.0,8995.0,9736.0,4451.0,31053,0.43873802964712055,0.5612619703528794,0.3867602945186801,0.6132397054813199,0.31373792909001197,0.686262070909988
1083.0,914.0,1847.0,1890.0,2284.0,544.0,31093,0.3696245733788396,0.6303754266211604,0.325962910128388,0.6740370898716119,0.19236209335219237,0.8076379066478077
585.0,552.0,950.0,927.0,1143.0,338.0,31163,0.3811074918566775,0.6188925081433225,0.37322515212981744,0.6267748478701826,0.22822417285617827,0.7717758271438218
45078.0,44756.0,34010.0,34524.0,37674.0,40198.0,33013,0.569972688650617,0.430027311349383,0.5645307769929364,0.4354692230070636,0.5162060817752209,0.48379391822477913
5827.0,4961.0,3131.0,2998.0,3179.0,3721.0,35006,0.6504800178611297,0.3495199821388703,0.6233195125015706,0.3766804874984295,0.5392753623188405,0.4607246376811594
5108.0,4080.0,13347.0,12548.0,12306.0,3877.0,35025,0.276781360065023,0.7232186399349769,0.24536925667548712,0.7546307433245129,0.23957239078044862,0.7604276092195513
8610.0,6829.0,12806.0,12451.0,11756.0,6033.0,35035,0.4020358610384759,0.5979641389615241,0.354201244813278,0.645798755186722,0.3391421665073922,0.6608578334926077
25103.0,23087.0,25171.0,23820.0,24343.0,20233.0,36069,0.4993237060906234,0.5006762939093766,0.49218666723516746,0.5078133327648325,0.4538989590811199,0.5461010409188801
24777.0,23515.0,23571.0,19980.0,25870.0,15614.0,36075,0.5124720774385704,0.4875279225614296,0.5406368548108978,0.4593631451891022,0.37638607655963746,0.6236139234403626
16302.0,14156.0,15422.0,16758.0,20729.0,8652.0,39013,0.513869625520111,0.48613037447988905,0.45791550753703825,0.5420844924629618,0.2944760219189272,0.7055239780810728
7385.0,7044.0,11141.0,11045.0,12314.0,4488.0,39021,0.3986289539026233,0.6013710460973767,0.38940792746973296,0.610592072530267,0.26711105820735626,0.7328889417926437
1860.0,1494.0,3730.0,3572.0,4202.0,1064.0,40023,0.33273703041144903,0.667262969588551,0.2949072246348204,0.7050927753651797,0.20205089251804026,0.7979491074819598
2862.0,2639.0,3758.0,3869.0,4418.0,2202.0,51113,0.4323262839879154,0.5676737160120846,0.405500921942225,0.594499078057775,0.33262839879154077,0.6673716012084592
1618.0,1574.0,2092.0,2160.0,2213.0,1347.0,51159,0.4361185983827493,0.5638814016172506,0.42153186930905195,0.578468130690948,0.3783707865168539,0.621629213483146
13700.0,13183.0,19833.0,20204.0,18823.0,12989.0,51199,0.40855276891420395,0.5914472310857961,0.3948542846017911,0.6051457153982089,0.4083050421224695,0.5916949578775305
1108.0,919.0,1282.0,1564.0,1432.0,693.0,51530,0.4635983263598326,0.5364016736401673,0.3701167942005638,0.6298832057994361,0.3261176470588235,0.6738823529411765
2562.0,2544.0,6161.0,5941.0,5681.0,2367.0,51570,0.2937062937062937,0.7062937062937062,0.29982321744254564,0.7001767825574543,0.294110337972167,0.705889662027833
8444.0,8654.0,6048.0,6565.0,6232.0,10100.0,51660,0.5826662986475297,0.41733370135247033,0.5686313161180104,0.4313686838819896,0.618417830026941,0.38158216997305905
32327.0,32501.0,13984.0,12858.0,12773.0,28462.0,51740,0.6980415020189588,0.30195849798104124,0.7165281421548094,0.2834718578451906,0.6902388747423306,0.30976112525766947
13179.0,12057.0,7853.0,7405.0,8752.0,9351.0,50011,0.6266165842525675,0.3733834157474325,0.619514952214572,0.380485047785428,0.5165442191901894,0.48345578080981055
2694.0,2531.0,1490.0,1471.0,1487.0,2094.0,50013,0.6438814531548758,0.3561185468451243,0.6324337831084458,0.3675662168915542,0.5847528623289584,0.4152471376710416
686.0,645.0,1499.0,1568.0,1491.0,523.0,53013,0.3139588100686499,0.6860411899313501,0.2914595571622232,0.7085404428377767,0.259682224428997,0.740317775571003
5182.0,4573.0,5081.0,5816.0,6436.0,3260.0,55067,0.5049205885218747,0.4950794114781253,0.4401771104052363,0.5598228895947637,0.3362211221122112,0.6637788778877888
10259.0,9000.0,9538.0,11022.0,12742.0,6056.0,55115,0.5182098297721877,0.4817901702278123,0.4495055439017081,0.5504944560982918,0.32216193212043837,0.6778380678795617
1004.0,840.0,1445.0,1595.0,1889.0,537.0,54021,0.4099632503062475,0.5900367496937525,0.34496919917864477,0.6550308008213552,0.2213520197856554,0.7786479802143446
2983.0,2299.0,5222.0,5523.0,6646.0,1576.0,54027,0.3635588056063376,0.6364411943936624,0.2939145998465866,0.7060854001534135,0.19168085623935782,0.8083191437606422
1288.0,880.0,2123.0,2176.0,2557.0,750.0,54093,0.37760187628261505,0.6223981237173849,0.2879581151832461,0.7120418848167539,0.22679165406713034,0.7732083459328697
12573.0,11230.0,22896.0,22183.0,25168.0,8327.0,54107,0.3544785587414362,0.6455214412585638,0.3360967288181247,0.6639032711818753,0.24860426929392446,0.7513957307060756
244.0,200.0,1017.0,1022.0,1116.0,115.0,56027,0.19349722442505948,0.8065027755749405,0.16366612111292964,0.8363338788870703,0.0934199837530463,0.9065800162469537
22304.3,21149.725723472668,19207.669453376206,19532.321221864953,19634.384046317144,20076.96751366999,2110,0.5372980442436216,0.4627019557563783,0.5198786027627977,0.4801213972372022,0.5055725057189793,0.4944274942810208
22304.3,21149.725723472668,19207.669453376206,19532.321221864953,19634.384046317144,20076.96751366999,2170,0.5372980442436216,0.4627019557563783,0.5198786027627977,0.4801213972372022,0.5055725057189793,0.4944274942810208
2794.0,2440.0,7745.0,7635.0,8642.0,1799.0,40089,0.26511054179713445,0.7348894582028656,0.2421836228287841,0.7578163771712159,0.17230150368738625,0.8276984963126137
1643.0,1396.0,3730.0,3744.0,4202.0,1095.0,40095,0.3057882002605621,0.6942117997394379,0.2715953307392996,0.7284046692607004,0.20672078535019822,0.7932792146498018
1480.0,1256.0,2643.0,2335.0,2791.0,943.0,40107,0.35896192093136065,0.6410380790686393,0.34976329713171816,0.6502367028682818,0.2525441885377611,0.7474558114622389
1350.0,1133.0,6404.0,5945.0,6329.0,871.0,40153,0.17410368841888058,0.8258963115811194,0.16007346708109635,0.8399265329189036,0.12097222222222222,0.8790277777777777
430.0,371.0,648.0,639.0,632.0,221.0,41021,0.39888682745825604,0.601113172541744,0.3673267326732673,0.6326732673267327,0.25908558030480655,0.7409144196951934
22163.0,20378.0,28071.0,28944.0,32683.0,17456.0,41043,0.4411952064338894,0.5588047935661106,0.4131624832731844,0.5868375167268156,0.348152137058976,0.6518478629410239
1410.0,1202.0,2509.0,2532.0,2698.0,1004.0,41049,0.3597856596070426,0.6402143403929574,0.32190680235672203,0.678093197643278,0.27120475418692597,0.728795245813074
4613.0,3973.0,7581.0,7636.0,8378.0,3221.0,41061,0.378300803673938,0.621699196326062,0.3422344732535102,0.6577655267464898,0.27769635313389085,0.7223036468661092
16780.0,13883.0,20750.0,20901.0,23912.0,10215.0,42039,0.4471089794830802,0.5528910205169199,0.39912028518859244,0.6008797148114076,0.29932311659389926,0.7006768834061008
26411.0,24232.0,26565.0,25925.0,30034.0,17631.0,42085,0.498546511627907,0.501453488372093,0.48312299379946966,0.5168770062005303,0.3698940522395888,0.6301059477604112
13335.0,12216.0,11867.0,11800.0,14998.0,9092.0,23025,0.5291246726450282,0.47087532735497184,0.5086608927381745,0.49133910726182545,0.37741801577418016,0.6225819842258199
19635.0,18115.0,12906.0,13606.0,14646.0,16042.0,26103,0.6033926431271319,0.3966073568728681,0.5710727908956212,0.4289272091043788,0.522745046923879,0.477254953076121
2618.0,2268.0,2858.0,3044.0,3609.0,1492.0,27063,0.4780861943024105,0.5219138056975895,0.4269578313253012,0.5730421686746988,0.29249166830033324,0.7075083316996668
3743.0,3593.0,4479.0,4328.0,5230.0,2327.0,27065,0.4552420335684748,0.5447579664315252,0.45360434288599927,0.5463956571140007,0.30792642583035595,0.692073574169644
4413.0,4054.0,6053.0,6657.0,7062.0,2733.0,27091,0.42165106057710683,0.5783489394228932,0.3784894034170479,0.6215105965829522,0.2790199081163859,0.7209800918836141
6072.0,5829.0,7049.0,6951.0,8340.0,3709.0,27095,0.4627696059751543,0.5372303940248456,0.45610328638497655,0.5438967136150235,0.3078263756328326,0.6921736243671675
